,campus,curso,anoingresso,periodoingresso,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,quantidade_computadores,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,reprovacoes,reprovacoes_por_falta,percentual_carga_horaria_frequentada_mean,carga_horaria_total
15720,cch,técnico em artes visuais-integrado,2016,1,500.0,7.79,integrado,f,preta,19,false,false,0.0,parentes,ensino médio completo,pós-gradução completa,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
2821,sjr,técnico em informática para internet subsequente,2016,2,3686.76,8.06,subsequente,m,branca,35,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
15426,cch,técnico em hospedagem integrado,2016,1,880.0,7.94,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28542,cch,curso técnico em meio ambiente integrado,2017,1,1000.0,9.05,integrado,f,parda,19,false,false,0.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27975,mtc,"segurança do trabalho subsequente tc: t area: ambiente, saúde e segurança",2016,1,588.16,9.01,subsequente,f,branca,26,true,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
27527,mtc,técnico em eletrônica integrado tc: área: informação e controle industriais,2015,1,800.0,8.93,integrado,m,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1425,cnt,técnico em informática integrado ao ensino médio,2015,1,0.0,8.24,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24284,cnt,técnico em administração integrado ao ensino médio,2017,1,800.0,8.63,integrado,f,parda,19,true,false,1.0,mãe,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,aposentado,0.0,0.0,0.0,0.0
11258,bar,barreirinhas - técnico em agenciamento de viagem,2015,1,250.0,8.33,integrado,f,parda,22,false,false,0.0,pais,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20325,cod,codó - técnico em meio ambiente integrado ao ensino médio,2016,1,1200.0,0.0,integrado,f,parda,18,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27630,mtc,técnico em química integrado tc: n área:controle e processos industriais,2016,1,507.91,8.6,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
9165,mtc,técnico em eletrônica integrado tc: área: informação e controle industriais,2015,1,960.0,8.23,integrado,f,parda,21,false,false,1.0,mãe,ensino superior incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
11115,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2015,1,937.0,8.41,integrado,m,preta,21,false,false,1.0,pais,pós-gradução completa,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20514,mtc,técnico em comunicação visual integrado tc: nárea: produção cultural e design,2015,1,600.0,7.44,integrado,f,branca,21,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24520,mtc,técnico em eletrotécnica integrado tc: área: controle e processos industriais (campus são luís monte castelo),2014,1,0.0,7.88,integrado,m,parda,21,false,false,1.0,pai,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22298,mar,técnico em agropecuária - ead,2018,1,0.0,7.43,subsequente,m,parda,37,false,false,0.0,cônjuge,alfabetizado,alfabetizado,1.0,união estável,1,rural,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
619,cch,curso técnico em meio ambiente integrado,2014,1,300.0,8.66,integrado,f,branca,21,true,false,0.0,mãe,ensino superior incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23800,sjp,sjp - bacharelado em administração,2020,1,1046.0,0.0,bacharelado,f,parda,19,false,false,0.0,pais,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
23589,aca,metalurgia anual,2017,1,1500.0,7.87,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
29668,mar,maracanã - técnico de nível médio em cozinha proeja,2019,1,998.0,0.69,integrado eja,f,parda,50,false,false,0.0,cônjuge,não estudou,não estudou,0.0,casado(a),2,urbano,empresa privada,0.0,0.0,0.0,0.0
12259,itz,técnico em eletromecânica integrado - itz,2015,1,400.0,8.3,integrado,f,parda,20,false,false,0.0,mãe,ensino fundamental completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1991,sin,santa inês - técnico em logística integrado ao ensino médio,2016,1,710.0,8.59,integrado,f,parda,20,false,false,0.0,parentes,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
30434,mtc,licenciatura em física,2015,1,8700.0,8.84,licenciatura,f,parda,24,true,false,0.0,pais,pós-gradução completa,ensino médio completo,3.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28462,cax,caxias - técnico em agropecuária,2015,1,1914.0,0.0,integrado,f,parda,21,false,false,0.0,pais,pós-gradução completa,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
7238,sjr,técnico em informática para internet integrado,2017,1,800.0,7.89,integrado,m,parda,19,true,false,0.0,parentes,ensino fundamental incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12278,tmn,técnico em edificações na forma subsequente ao ensino médio,2018,2,174.0,7.42,subsequente,f,parda,35,false,false,0.0,outro,ensino fundamental completo,ensino fundamental completo,0.0,solteiro(a),2,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10684,mtc,licenciatura em química ead,2017,1,5000.0,5.88,licenciatura,f,branca,39,false,false,1.0,cônjuge,ensino médio incompleto,ensino fundamental completo,1.0,viúvo(a),2,urbano,serviço público,0.0,0.0,0.0,0.0
13701,mtc,licenciatura em química,2020,1,4700.0,0.0,licenciatura,m,parda,22,false,false,0.0,mãe,pós-gradução completa,ensino médio completo,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
30673,bar,barreirinhas - técnico em restaurante e bar subsequente,2017,1,100.0,7.51,subsequente,f,parda,22,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
3948,alc,curso técnico em hospedagem,2016,2,193.0,0.0,subsequente,f,parda,46,false,false,0.0,parentes,ensino fundamental incompleto,não estudou,1.0,solteiro(a),4,urbano,não está trabalhando,0.0,0.0,0.0,0.0
22627,bac,técnico em informática na forma integrada ao ensino médio,2015,1,1300.0,7.38,integrado,m,preta,21,false,false,0.0,parentes,ensino superior completo,ensino superior completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24246,cax,caxias - técnico em informática,2016,1,890.0,7.98,integrado,f,preta,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26668,srm,curso técnico em agropecuária - subsequente - mangabeiras,2016,2,0.0,8.82,subsequente,m,parda,24,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
29139,cax,caxias - licenciatura em química,2014,1,3100.0,7.77,licenciatura,f,preta,25,false,false,0.0,pais,ensino superior completo,ensino fundamental completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
25895,bac,técnico em química na forma integrada ao ensino médio,2017,1,1377.24,7.98,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10157,aca,florestas anual,2017,1,0.0,7.42,integrado,f,parda,17,false,false,1.0,cônjuge,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16383,mtc,técnico em eletrônica integrado tc: área: informação e controle industriais,2015,1,800.0,8.76,integrado,m,parda,20,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11218,bar,barreirinhas - técnico em agroindustria integrado,2018,1,1500.0,0.15,integrado,m,parda,20,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
7442,pin,pinheiro - técnico em recursos humanos,2015,1,937.0,7.61,integrado,m,parda,22,true,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24110,sjp,sjp - curso técnico em logísitca,2017,1,926.0,7.98,integrado,f,branca,19,false,false,1.0,pais,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
8949,ped,técnico em eletromecânica subsequente,2016,2,2002.89,8.13,subsequente,m,parda,29,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
24187,mar,técnico em agropecuária - ead,2018,1,946.0,7.4,subsequente,f,parda,36,false,false,0.0,sozinho,não estudou,não estudou,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
15768,mtc,técnico em eletrotécnica tc: t nárea: controle e processos industriais,2017,1,140.0,8.39,concomitante,m,parda,21,false,false,0.0,pais,ensino médio completo,ensino médio incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
158,mtc,engenharia elétrica industrial,2008,2,0.0,6.21,bacharelado,m,parda,35,false,false,0.0,cônjuge,ensino médio completo,ensino médio completo,2.0,casado(a),1,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
21563,mtc,engenharia civil,2013,1,0.0,8.33,bacharelado,m,parda,26,true,false,0.0,parentes,ensino médio completo,pós-gradução completa,3.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
27193,mtc,técnico em eletrônica integrado tc: área: informação e controle industriais,2017,1,998.0,8.11,integrado,m,parda,19,false,false,0.0,mãe,alfabetizado,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6663,sin,santa inês - licenciatura em física,2017,1,200.0,5.68,licenciatura,m,parda,23,false,false,0.0,parentes,não sei informar,não sei informar,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
17208,mar,técnico em agropecuária - ead,2018,1,800.0,7.22,subsequente,m,parda,24,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
14238,aca,florestas anual,2017,1,1468.0,8.77,integrado,f,branca,18,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20926,mtc,técnico em eletrônica tc: t nárea: controle e processos industriais,2018,2,1800.0,0.0,concomitante,m,parda,18,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
33263,mtc,"técnico de segurança do trabalho integrado tc: nárea: ambiente, saúde e segurança",2015,1,1200.0,8.69,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
7779,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,m,preta,24,false,false,0.0,mãe,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9172,itz,técnico em eletromecânica sub. - itz,2017,1,900.0,8.08,subsequente,f,parda,25,false,false,0.0,pais,ensino fundamental incompleto,ensino médio incompleto,0.0,solteiro(a),1,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
23076,cnt,técnico em administração integrado ao ensino médio,2016,1,937.0,8.81,integrado,f,parda,20,false,false,0.0,pais,ensino fundamental completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
364,srm,técnico em agropecuária integrado srm 2015,2016,1,965.0,8.2,integrado,m,parda,20,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32502,cax,caxias - licenciatura em formação pedagógica para graduados não licenciados,2018,2,1200.0,5.18,licenciatura,f,parda,35,true,false,1.0,pais,ensino médio incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
4810,aca,licenciatura em química,2018,1,954.0,5.34,licenciatura,m,branca,26,true,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
12902,itz,técnico em edificações subsequente - itz,2017,1,0.0,5.86,subsequente,f,parda,46,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental incompleto,0.0,divorciado(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
24942,bdc,curso técnico em informática integrado ao ensino médio: tc: area: informação e comunicação,2017,1,0.0,7.92,integrado,m,parda,18,true,false,1.0,mãe,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26832,mtc,técnico em design de móveis integrado tc: t n áre: produção cultural e design,2016,1,500.0,8.67,integrado,f,parda,20,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
31985,cch,curso técnico em meio ambiente integrado,2016,1,0.0,9.27,integrado,m,branca,20,false,false,0.0,mãe,ensino médio incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16978,cax,caxias - licenciatura em formação pedagógica para graduados não licenciados,2018,2,944.0,9.58,licenciatura,m,branca,34,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,1.0,união estável,0,urbano,serviço público,0.0,0.0,0.0,0.0
7076,sjr,técnico em programação de jogos digitais integrado,2017,1,1000.0,8.07,integrado,f,parda,18,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
653,itz,bacharelado em ciência da computação imperatriz,2016,1,0.0,4.41,bacharelado,m,preta,43,true,false,1.0,sozinho,ensino médio completo,ensino superior incompleto,1.0,solteiro(a),0,urbano,trabalha com vínculo empregatício,0.0,0.0,0.0,0.0
720,bac,técnico em administração na forma integrada ao ensino médio,2017,1,950.0,7.13,integrado,m,parda,20,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
33526,bdc,curso técnico em química integrado ao ensino médio - área: controle e processos industriais,2018,1,830.0,7.56,integrado,m,parda,18,false,false,0.0,pais,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
26332,mtc,técnico em automação industrial tc: tárea: controle e processos industriais,2015,1,1400.0,8.73,subsequente,f,parda,24,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,1.0,solteiro(a),0,rural,estágio ou bolsa,0.0,0.0,0.0,0.0
22597,pin,pinheiro - técnico em administração - subsequente,2017,1,792.0,8.62,subsequente,m,parda,21,false,false,0.0,mãe,ensino fundamental incompleto,não sei informar,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
30675,cnt,técnico em informática integrado ao ensino médio,2017,1,2100.0,8.01,integrado,f,parda,19,false,false,0.0,pais,ensino superior completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
17906,bar,barreirinhas - técnico em agroindustria integrado,2014,1,880.0,8.1,integrado,m,parda,22,true,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26019,itz,técnico em edificações subsequente - itz,2016,1,940.0,0.0,subsequente,f,parda,27,false,false,1.0,outro,não estudou,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
19590,cch,técnico em artes visuais-integrado,2016,1,800.0,8.24,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26997,sjp,sjp - curso técnico em logísitca,2016,1,0.0,8.48,integrado,m,preta,20,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3117,mtc,engenharia elétrica industrial,2010,2,1600.0,5.89,bacharelado,m,parda,29,true,false,0.0,sozinho,ensino médio completo,ensino superior completo,0.0,solteiro(a),1,urbano,autônomo,0.0,0.0,0.0,0.0
19349,sjp,sjp - curso técnico em alimentos,2017,1,700.0,9.0,integrado,f,parda,19,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
4785,mtc,engenharia elétrica industrial,2015,1,0.0,8.47,bacharelado,m,branca,23,true,false,0.0,pais,ensino médio completo,ensino superior completo,3.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
12454,vna,técnico em administração subsequente,2019,2,700.0,7.17,subsequente,f,branca,36,false,false,0.0,cônjuge,alfabetizado,alfabetizado,0.0,casado(a),4,urbano,não está trabalhando,0.0,0.0,0.0,0.0
25026,pin,pinheiro - técnico em meio ambiente - integrado,2017,1,954.0,7.38,integrado,m,parda,18,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
3517,vna,técnico em informática subsequente,2017,1,700.0,6.83,subsequente,m,branca,28,false,false,0.0,parentes,ensino fundamental incompleto,ensino fundamental completo,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
16890,sjr,técnico em redes de computadores concomitante,2017,2,998.0,8.56,concomitante,m,parda,20,false,false,1.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16251,mtc,técnico em eletrotécnica integrado tc: área: controle e processos industriais (campus são luís monte castelo),2016,1,954.0,8.73,integrado,m,parda,21,true,false,0.0,pais,ensino superior incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
